Initializing the doom.
Gtk-Message: 17:09:09.642: Failed to load module "canberra-gtk-module"
Doom is initialized.
2019-02-17 17:09:09.805499: I tensorflow/core/platform/cpu_feature_guard.cc:140] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
2019-02-17 17:09:09.886128: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:898] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2019-02-17 17:09:09.886668: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1356] Found device 0 with properties: 
name: Quadro P1000 major: 6 minor: 1 memoryClockRate(GHz): 1.5185
pciBusID: 0000:01:00.0
totalMemory: 3.94GiB freeMemory: 3.27GiB
2019-02-17 17:09:09.886681: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1435] Adding visible gpu devices: 0
2019-02-17 17:09:10.062149: I tensorflow/core/common_runtime/gpu/gpu_device.cc:923] Device interconnect StreamExecutor with strength 1 edge matrix:
2019-02-17 17:09:10.062204: I tensorflow/core/common_runtime/gpu/gpu_device.cc:929]      0 
2019-02-17 17:09:10.062211: I tensorflow/core/common_runtime/gpu/gpu_device.cc:942] 0:   N 
2019-02-17 17:09:10.062355: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1053] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 2997 MB memory) -> physical GPU (device: 0, name: Quadro P1000, pci bus id: 0000:01:00.0, compute capability: 6.1)
Training Using Samples
Training Iteration 1, using Samples
/home/woubie/.local/lib/python3.6/site-packages/skimage/transform/_warps.py:105: UserWarning: The default mode, 'constant', will be changed to 'reflect' in skimage 0.15.
  warn("The default mode, 'constant', will be changed to 'reflect' in "
/home/woubie/.local/lib/python3.6/site-packages/skimage/transform/_warps.py:110: UserWarning: Anti-aliasing will be enabled by default in skimage 0.15 to avoid aliasing artifacts when down-sampling images.
  warn("Anti-aliasing will be enabled by default in skimage 0.15 to "
Steps: 4000/600000 Episodes: 30 Rewards: mean: 0.57, std: 0.50, min: 0.00, max: 1.00
Steps: 8000/600000 Episodes: 30 Rewards: mean: 0.57, std: 0.50, min: 0.00, max: 1.00
Steps: 12000/600000 Episodes: 27 Rewards: mean: 0.56, std: 0.50, min: 0.00, max: 1.00
Steps: 16000/600000 Episodes: 28 Rewards: mean: 0.57, std: 0.49, min: 0.00, max: 1.00
Steps: 20000/600000 Episodes: 25 Rewards: mean: 0.32, std: 0.47, min: 0.00, max: 1.00
Steps: 24000/600000 Episodes: 31 Rewards: mean: 0.58, std: 0.49, min: 0.00, max: 1.00
Steps: 28000/600000 Episodes: 31 Rewards: mean: 0.52, std: 0.50, min: 0.00, max: 1.00
Steps: 32000/600000 Episodes: 30 Rewards: mean: 0.53, std: 0.50, min: 0.00, max: 1.00
Steps: 36000/600000 Episodes: 29 Rewards: mean: 0.62, std: 0.49, min: 0.00, max: 1.00
