Initializing the doom.
Doom is initialized.
2019-02-14 14:31:20.661737: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1432] Found device 0 with properties: 
name: GeForce RTX 2080 Ti major: 7 minor: 5 memoryClockRate(GHz): 1.545
pciBusID: 0000:04:00.0
totalMemory: 10.73GiB freeMemory: 9.29GiB
2019-02-14 14:31:20.661798: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1511] Adding visible gpu devices: 0
2019-02-14 14:31:21.504881: I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] Device interconnect StreamExecutor with strength 1 edge matrix:
2019-02-14 14:31:21.504941: I tensorflow/core/common_runtime/gpu/gpu_device.cc:988]      0 
2019-02-14 14:31:21.504955: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1001] 0:   N 
2019-02-14 14:31:21.505491: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 8961 MB memory) -> physical GPU (device: 0, name: GeForce RTX 2080 Ti, pci bus id: 0000:04:00.0, compute capability: 7.5)
Training Using Samples
Training Iteration 1, using Samples
/usr/local/lib/python3.5/dist-packages/skimage/transform/_warps.py:105: UserWarning: The default mode, 'constant', will be changed to 'reflect' in skimage 0.15.
  warn("The default mode, 'constant', will be changed to 'reflect' in "
/usr/local/lib/python3.5/dist-packages/skimage/transform/_warps.py:110: UserWarning: Anti-aliasing will be enabled by default in skimage 0.15 to avoid aliasing artifacts when down-sampling images.
  warn("Anti-aliasing will be enabled by default in skimage 0.15 to "
Steps: 4000/600000 Episodes: 30 Rewards: mean: 0.63, std: 0.48, min: 0.00, max: 1.00
Steps: 8000/600000 Episodes: 29 Rewards: mean: 0.59, std: 0.49, min: 0.00, max: 1.00
Steps: 12000/600000 Episodes: 33 Rewards: mean: 0.64, std: 0.48, min: 0.00, max: 1.00
Steps: 16000/600000 Episodes: 27 Rewards: mean: 0.48, std: 0.50, min: 0.00, max: 1.00
Steps: 20000/600000 Episodes: 29 Rewards: mean: 0.69, std: 0.46, min: 0.00, max: 1.00
Steps: 24000/600000 Episodes: 29 Rewards: mean: 0.41, std: 0.49, min: 0.00, max: 1.00
Steps: 28000/600000 Episodes: 24 Rewards: mean: 0.42, std: 0.49, min: 0.00, max: 1.00
Steps: 32000/600000 Episodes: 25 Rewards: mean: 0.52, std: 0.50, min: 0.00, max: 1.00
Steps: 36000/600000 Episodes: 29 Rewards: mean: 0.55, std: 0.50, min: 0.00, max: 1.00
Steps: 40000/600000 Episodes: 32 Rewards: mean: 0.66, std: 0.47, min: 0.00, max: 1.00
Steps: 44000/600000 Episodes: 28 Rewards: mean: 0.54, std: 0.50, min: 0.00, max: 1.00
Steps: 48000/600000 Episodes: 29 Rewards: mean: 0.48, std: 0.50, min: 0.00, max: 1.00
